,File,First_Name,Last_Name
78,2009_08452.htm.txt,missing,missing
79,2009_08455.htm.txt,marcy,kahn
80,2009_08456.htm.txt,gregory,carro
81,2009_08457.htm.txt,carol,berkman
82,2009_08459.htm.txt,micki,scherer
83,2009_08462.htm.txt,bonnie,wittner
84,2009_08465.htm.txt,maxwell,wiley
85,2009_08479.htm.txt,bruce,allen
86,2009_08480.htm.txt,margaret,clancy
87,2009_08485.htm.txt,david,stadtmauer
88,2009_08487.htm.txt,michael,ambrecht
89,2009_08488.htm.txt,maxwell,wiley
90,2009_08490.htm.txt,bruce,j.
91,2009_08495.htm.txt,rena,uviller
92,2009_08498.htm.txt,joseph,dawson
93,2009_08502.htm.txt,michael,obus
94,2009_08503.htm.txt,micki,scherer
95,2009_08504.htm.txt,james,yates
96,2009_08506.htm.txt,ronald,zweibel
97,2009_08513.htm.txt,gregory,carro
98,2009_08515.htm.txt,missing,scarano
99,2009_08516.htm.txt,missing,richards
100,2009_08517.htm.txt,missing,breslin
101,2009_08518.htm.txt,missing,rogers
102,2009_08519.htm.txt,missing,mckeighan
103,2009_08520.htm.txt,missing,nichols
104,2009_08521.htm.txt,missing,smith
105,2009_08522.htm.txt,missing,becker
106,2009_08523.htm.txt,missing,richards
107,2009_08524.htm.txt,missing,hoye
108,2009_08525.htm.txt,missing,labuda
109,2009_08594.htm.txt,missing,spinner
110,2009_08595.htm.txt,missing,kahn
111,2009_08631.htm.txt,missing,freehill
112,2009_08632.htm.txt,de,rosa
113,2009_08633.htm.txt,missing,alfieri
114,2009_08634.htm.txt,missing,ayres
115,2009_08635.htm.txt,missing,rooney
116,2009_08636.htm.txt,missing,hinrichs
117,2009_08637.htm.txt,missing,rooney
118,2009_08638.htm.txt,missing,dimango
119,2009_08639.htm.txt,missing,grosso
120,2009_08640.htm.txt,missing,gary
121,2009_08641.htm.txt,missing,cacace
122,2009_08642.htm.txt,missing,hollie
123,2009_08643.htm.txt,missing,walsh
124,2009_08647.htm.txt,anthony,aloi
125,2009_08648.htm.txt,missing,missing
126,2009_08653.htm.txt,michael,d'amico
127,2009_08654.htm.txt,shirley,troutman
128,2009_08656.htm.txt,james,mccarthy
129,2009_08657.htm.txt,sheila,ditullio
130,2009_08658.htm.txt,sheila,ditullio
131,2009_08659.htm.txt,sheila,ditullio
132,2009_08660.htm.txt,john,brunetti
133,2009_08661.htm.txt,kim,martusewicz
134,2009_08680.htm.txt,edwin,torres
135,2009_08681.htm.txt,eduardo,padro
136,2009_08682.htm.txt,marcy,kahn
137,2009_08686.htm.txt,edward,mclaughlin
138,2009_08688.htm.txt,edward,mclaughlin
139,2009_08689.htm.txt,michael,corriero
140,2009_08691.htm.txt,dominic,massaro
141,2009_08696.htm.txt,charles,tejada
142,2009_08698.htm.txt,caesar,cirigliano
143,2009_08700.htm.txt,robert,holdman
144,2009_08701.htm.txt,daniel,fitzgerald
145,2009_08704.htm.txt,budd,goodman
146,2009_08707.htm.txt,missing,lamont
147,2009_08708.htm.txt,missing,breslin
148,2009_08709.htm.txt,missing,herrick
149,2009_08710.htm.txt,missing,hall
150,2009_08711.htm.txt,missing,buckley
151,2009_08712.htm.txt,missing,mckeighan
152,2009_08713.htm.txt,missing,richards
153,2009_08714.htm.txt,main,jr.
154,2009_08719.htm.txt,missing,mcgrath
155,2009_08796.htm.txt,missing,hudson
156,2009_08797.htm.txt,missing,rienzi
157,2009_08832.htm.txt,missing,missing
158,2009_08833.htm.txt,del,guidice
159,2009_08834.htm.txt,missing,dowling
160,2009_08835.htm.txt,missing,calabrese
161,2009_08836.htm.txt,missing,missing
162,2009_08837.htm.txt,missing,missing
163,2009_08838.htm.txt,missing,chambers
164,2009_08839.htm.txt,missing,missing
165,2009_08840.htm.txt,missing,cacace
166,2009_08841.htm.txt,missing,honorof
167,2009_08842.htm.txt,missing,ayres
168,2009_08843.htm.txt,missing,brennan
169,2009_08844.htm.txt,missing,rosenwasser
170,2009_08845.htm.txt,missing,missing
171,2009_08846.htm.txt,missing,wong
172,2009_08847.htm.txt,missing,donnino
173,2009_08848.htm.txt,missing,buchter
174,2009_08849.htm.txt,missing,tomei
175,2009_08850.htm.txt,missing,guzman
176,2009_08851.htm.txt,missing,derosa
177,2009_08859.htm.txt,lewis,stone
178,2009_08860.htm.txt,michael,gross
179,2009_08865.htm.txt,troy,webber
180,2009_08867.htm.txt,lewis,stone
181,2009_08871.htm.txt,albert,oliver
182,2009_08872.htm.txt,carol,berkman
183,2009_08875.htm.txt,william,wetzel
184,2009_08879.htm.txt,robert,stolz
185,2009_08882.htm.txt,arlene,silverman
186,2009_08883.htm.txt,richard,carruthers
187,2009_08885.htm.txt,daniel,fitzgerald
188,2009_08890.htm.txt,missing,ryan
189,2009_08891.htm.txt,missing,smith
190,2009_08892.htm.txt,missing,smith
191,2009_08893.htm.txt,missing,bruhn
192,2009_08894.htm.txt,missing,missing
193,2009_08895.htm.txt,missing,campbell
194,2009_08896.htm.txt,missing,giardino
195,2009_08902.htm.txt,missing,campbell
196,2009_08943.htm.txt,steven,barrett
197,2009_08944.htm.txt,bruce,allen
198,2009_08947.htm.txt,gregory,carro
199,2009_08948.htm.txt,william,wetzel
200,2009_08953.htm.txt,charles,solomon
201,2009_08955.htm.txt,kirke,bartley
202,2009_08957.htm.txt,renee,white
203,2009_08959.htm.txt,richard,carruthers
204,2009_08964.htm.txt,roger,hayes
205,2009_08966.htm.txt,william,wetzel
206,2009_08971.htm.txt,eduardo,padro
207,2009_08972.htm.txt,robert,stolz
208,2009_09011.htm.txt,missing,kahn
209,2009_09033.htm.txt,missing,ayers
210,2009_09034.htm.txt,missing,lott
211,2009_09035.htm.txt,missing,missing
212,2009_09036.htm.txt,missing,marrus
213,2009_09037.htm.txt,missing,hinrichs
214,2009_09038.htm.txt,missing,dolan
215,2009_09039.htm.txt,doyle,doyle
216,2009_09040.htm.txt,missing,missing
217,2009_09041.htm.txt,missing,missing
218,2009_09042.htm.txt,missing,adler
219,2009_09043.htm.txt,missing,missing
220,2009_09044.htm.txt,de,rosa
221,2009_09045.htm.txt,missing,missing
222,2009_09046.htm.txt,missing,collini
223,2009_09047.htm.txt,missing,freehill
224,2009_09048.htm.txt,missing,berry
225,2009_09049.htm.txt,missing,eng
226,2009_09050.htm.txt,missing,cooperman
227,2009_09051.htm.txt,missing,parker
228,2009_09052.htm.txt,missing,missing
229,2009_09053.htm.txt,missing,hall
230,2009_09054.htm.txt,de,rosa
231,2009_09055.htm.txt,missing,missing
232,2009_09056.htm.txt,missing,d'emic
233,2009_09057.htm.txt,richard,carruthers
234,2009_09064.htm.txt,charles,solomon
235,2009_09070.htm.txt,patricia,nunez
236,2009_09074.htm.txt,kirke,bartley
237,2009_09078.htm.txt,charles,solomon
238,2009_09080.htm.txt,marcy,kahn
239,2009_09082.htm.txt,megan,tallmer
240,2009_09084.htm.txt,efrain,alvarado
241,2009_09090.htm.txt,missing,herrick
242,2009_09091.htm.txt,missing,richards
243,2009_09092.htm.txt,missing,mcgrath
244,2009_09093.htm.txt,missing,rogers
245,2009_09094.htm.txt,missing,nichols
246,2009_09095.htm.txt,missing,milano
247,2009_09096.htm.txt,missing,sullivan
248,2009_09144.htm.txt,ronald,zweibel
249,2009_09146.htm.txt,charles,tejada
250,2009_09150.htm.txt,charles,tejada
251,2009_09155.htm.txt,megan,tallmer
252,2009_09157.htm.txt,renee,white
253,2009_09159.htm.txt,david,stadtmauer
254,2009_09163.htm.txt,carol,berkman
255,2009_09164.htm.txt,renee,white
256,2009_09198.htm.txt,missing,sullivan
257,2009_09241.htm.txt,missing,collini
258,2009_09242.htm.txt,missing,neary
259,2009_09243.htm.txt,missing,adler
260,2009_09244.htm.txt,missing,sullivan
261,2009_09245.htm.txt,missing,cooperman
262,2009_09246.htm.txt,missing,aloise
263,2009_09247.htm.txt,missing,parker
264,2009_09248.htm.txt,missing,cacace
265,2009_09249.htm.txt,missing,hinrichs
266,2009_09250.htm.txt,missing,flaherty
267,2009_09251.htm.txt,missing,firetog
268,2009_09253.htm.txt,missing,alfieri
269,2009_09254.htm.txt,missing,walsh
270,2009_09255.htm.txt,missing,gerges
271,2009_09256.htm.txt,missing,hall
272,2009_09257.htm.txt,missing,molea
273,2009_09258.htm.txt,missing,rosenwasser
274,2009_09259.htm.txt,de,rosa
275,2009_09260.htm.txt,missing,bivona
276,2009_09261.htm.txt,missing,hinrichs
277,2009_09262.htm.txt,missing,missing
278,2009_09273.htm.txt,charles,solomon
279,2009_09276.htm.txt,charles,solomon
280,2009_09278.htm.txt,laura,ward
281,2009_09279.htm.txt,charles,solomon
282,2009_09281.htm.txt,ronald,zweibel
283,2009_09293.htm.txt,marcy,kahn
284,2009_09296.htm.txt,william,wetzel
285,2009_09299.htm.txt,william,wetzel
286,2009_09300.htm.txt,robert,stolz
287,2009_09303.htm.txt,dominic,massaro
288,2009_09317.htm.txt,missing,bruhn
289,2009_09318.htm.txt,missing,milano
290,2009_09319.htm.txt,missing,smith
291,2009_09320.htm.txt,missing,clark
292,2009_09321.htm.txt,missing,breslin
293,2009_09322.htm.txt,missing,lalor
294,2009_09323.htm.txt,missing,scarano
295,2009_09326.htm.txt,missing,lalor
296,2009_09370.htm.txt,john,carter
297,2009_09376.htm.txt,renee,white
298,2009_09378.htm.txt,michael,ambrecht
299,2009_09382.htm.txt,lewis,stone
300,2009_09387.htm.txt,albert,lorenzo
301,2009_09390.htm.txt,william,wetzel
302,2009_09393.htm.txt,denis,boyle
303,2009_09396.htm.txt,bonnie,wittner
304,2009_09399.htm.txt,lewis,stone
305,2009_09401.htm.txt,jeffrey,atlas
306,2009_09402.htm.txt,stephen,barrett
307,2009_09446.htm.txt,missing,holdman
308,2009_09447.htm.txt,missing,calabrese
309,2009_09482.htm.txt,doyle,doyle
310,2009_09483.htm.txt,missing,adler
311,2009_09484.htm.txt,missing,gazzillo
312,2009_09485.htm.txt,missing,hayes
313,2009_09486.htm.txt,missing,hudson
314,2009_09487.htm.txt,missing,missing
315,2009_09489.htm.txt,missing,missing
316,2009_09490.htm.txt,missing,hayes
317,2009_09491.htm.txt,missing,mcgann
318,2009_09492.htm.txt,missing,hayes
319,2009_09493.htm.txt,missing,berkowitz
320,2009_09494.htm.txt,missing,buchter
321,2009_09495.htm.txt,missing,hanophy
322,2009_09496.htm.txt,missing,missing
323,2009_09497.htm.txt,missing,kron
324,2009_09498.htm.txt,missing,missing
325,2009_09499.htm.txt,missing,gazzillo
326,2009_09500.htm.txt,missing,carroll
327,2009_09501.htm.txt,missing,missing
328,2009_09502.htm.txt,missing,zambelli
329,2009_09503.htm.txt,missing,derosa
330,2009_09504.htm.txt,missing,guzman
331,2009_09505.htm.txt,missing,missing
332,2009_09507.htm.txt,william,wetzel
333,2009_09508.htm.txt,thomas,farber
334,2009_09512.htm.txt,rena,uviller
335,2009_09515.htm.txt,michael,obus
336,2009_09516.htm.txt,felice,shea
337,2009_09520.htm.txt,joseph,fisch
338,2009_09532.htm.txt,daniel,fitzgerald
339,2009_09536.htm.txt,brenda,soloff
340,2009_09539.htm.txt,daniel,fitzgerald
341,2009_09542.htm.txt,eduardo,padro
342,2009_09546.htm.txt,laura,ward
343,2009_09550.htm.txt,missing,mcgill
344,2009_09551.htm.txt,missing,hoye
345,2009_09552.htm.txt,missing,sullivan
346,2009_09553.htm.txt,missing,pulver
347,2009_09554.htm.txt,missing,breslin
348,2009_09555.htm.txt,missing,ledina
349,2009_09556.htm.txt,missing,breslin
350,2009_09557.htm.txt,missing,ryan
351,2009_09558.htm.txt,missing,pulver
352,2009_09559.htm.txt,missing,jacon
353,2009_09633.htm.txt,missing,kahn
354,2009_09634.htm.txt,missing,kahn
355,2009_09635.htm.txt,missing,kahn
356,2009_09636.htm.txt,missing,hinrichs
357,2009_09669.htm.txt,missing,starkey
358,2009_09670.htm.txt,missing,kron
359,2009_09671.htm.txt,missing,mullin
360,2009_09672.htm.txt,missing,honorof
361,2009_09673.htm.txt,doyle,doyle
362,2009_09674.htm.txt,missing,efman
363,2009_09675.htm.txt,missing,crecca
364,2009_09676.htm.txt,missing,marrus
365,2009_09677.htm.txt,missing,missing
366,2009_09678.htm.txt,missing,missing
367,2009_09679.htm.txt,missing,donnino
368,2009_09680.htm.txt,missing,rooney
369,2009_09681.htm.txt,missing,derosa
370,2009_09682.htm.txt,missing,spires
371,2009_09683.htm.txt,missing,zambelli
372,2009_09684.htm.txt,missing,d'emic
373,2009_09685.htm.txt,missing,missing
374,2009_09686.htm.txt,missing,derosa
375,2009_09687.htm.txt,missing,missing
376,2009_09688.htm.txt,doyle,doyle
377,2009_09689.htm.txt,missing,donnino
378,2009_09690.htm.txt,missing,missing
379,2009_09693.htm.txt,lewis,stone
380,2009_09700.htm.txt,thomas,farber
381,2009_09701.htm.txt,edward,mclaughlin
382,2009_09704.htm.txt,michael,obus
383,2009_09705.htm.txt,michael,ambrecht
384,2009_09712.htm.txt,michael,ambrecht
385,2009_09717.htm.txt,robert,stolz
386,2009_09719.htm.txt,renee,white
387,2009_09721.htm.txt,james,yates
388,2009_09728.htm.txt,richard,carruthers
389,2009_09745.htm.txt,michael,dwyer
390,2009_09754.htm.txt,frank,geraci
391,2009_09771.htm.txt,sara,sperrazza
392,2009_09782.htm.txt,michael,dwyer
393,2009_09783.htm.txt,penny,wolfgang
394,2009_09784.htm.txt,penny,wolfgang
395,2009_09785.htm.txt,barry,donalty
396,2009_09786.htm.txt,william,kocher
397,2009_09787.htm.txt,larry,himelein
398,2009_09788.htm.txt,francis,affronti
399,2009_09798.htm.txt,shirley,troutman
400,2009_09799.htm.txt,william,boller
401,2009_09800.htm.txt,patrick,falvey
402,2009_09801.htm.txt,deborah,haendiges
403,2009_09802.htm.txt,william,walsh
404,2009_09803.htm.txt,james,punch
405,2009_09804.htm.txt,william,kocher
406,2009_09819.htm.txt,frank,geraci
407,2009_09820.htm.txt,david,egan
408,2009_09821.htm.txt,frederick,reed
409,2009_09822.htm.txt,frederick,reed
410,2009_09823.htm.txt,frederick,reed
411,2009_09824.htm.txt,frederick,reed
412,2009_09825.htm.txt,frank,geraci
413,2009_09826.htm.txt,larry,himelein
414,2009_09833.htm.txt,debra,givens
415,2009_09834.htm.txt,william,boller
416,2009_09835.htm.txt,william,watson
417,2009_09836.htm.txt,sheila,ditullio
418,2009_09837.htm.txt,sheila,ditullio
419,2009_09838.htm.txt,penny,wolfgang
420,2009_09839.htm.txt,michael,d'amico
421,2009_09840.htm.txt,robert,noonan
422,2009_09856.htm.txt,thomas,leone
423,2009_09857.htm.txt,michael,dwyer
424,2009_09858.htm.txt,russell,buscaglia
425,2009_09859.htm.txt,stephen,sirkin
426,2009_09865.htm.txt,robert,noonan
427,2009_09866.htm.txt,dennis,kehoe
428,2009_09867.htm.txt,patricia,marks
429,2009_09868.htm.txt,stephen,sirkin
430,2009_09869.htm.txt,michael,d'amico
431,2009_09870.htm.txt,michael,dwyer
432,2009_09871.htm.txt,michael,dwyer
433,2009_09872.htm.txt,craig,doran
434,2009_09887.htm.txt,matthew,murphy
435,2009_09888.htm.txt,matthew,murphy
436,2009_09889.htm.txt,thomas,leone
437,2009_09893.htm.txt,michael,dwyer
438,2009_09894.htm.txt,john,brunetti
439,2009_09895.htm.txt,thomas,leone
440,2009_09896.htm.txt,john,brunetti
441,2009_09897.htm.txt,sara,sperrazza
442,2009_09898.htm.txt,dennis,kehoe
443,2009_09899.htm.txt,dennis,kehoe
444,2009_09911.htm.txt,barry,donalty
445,2009_09913.htm.txt,william,kocher
446,2009_09914.htm.txt,robert,noonan
447,2009_09915.htm.txt,john,schwartz
448,2009_09916.htm.txt,john,ward
449,2009_09917.htm.txt,john,michalski
450,2009_09918.htm.txt,joseph,valentino
451,2009_09930.htm.txt,mark,dadd
452,2009_09931.htm.txt,francis,affronti
453,2009_09952.htm.txt,missing,missing
454,2009_09953.htm.txt,missing,missing
455,2009_09954.htm.txt,missing,missing
456,2009_09955.htm.txt,missing,missing
457,2009_09956.htm.txt,missing,missing
458,2009_09957.htm.txt,missing,missing
459,2009_09958.htm.txt,missing,missing
460,2009_09959.htm.txt,missing,missing
461,2009_09960.htm.txt,missing,missing
462,2009_09961.htm.txt,missing,missing
463,2009_09962.htm.txt,missing,missing
464,2009_09963.htm.txt,missing,missing
465,2009_09964.htm.txt,missing,missing
466,2009_09966.htm.txt,missing,missing
467,2009_09969.htm.txt,missing,missing
468,2009_09972.htm.txt,missing,missing
469,2009_09979.htm.txt,missing,missing
470,2009_09987.htm.txt,missing,missing
471,2009_09990.htm.txt,missing,missing
472,2009_09991.htm.txt,missing,missing
473,2009_09992.htm.txt,missing,missing
474,2009_09993.htm.txt,missing,catena
475,2009_09994.htm.txt,missing,breslin
476,2009_09995.htm.txt,missing,herrick
477,2009_09996.htm.txt,missing,hayden
478,2009_09997.htm.txt,missing,mcdonough
479,2009_09998.htm.txt,missing,sherman
480,2009_09999.htm.txt,missing,richards
481,2009_10000.htm.txt,missing,herrick
482,2009_10001.htm.txt,missing,becker
483,2009_10002.htm.txt,missing,lawliss
484,2009_10003.htm.txt,missing,eidens
485,2010_00004.htm.txt,gregory,carro
486,2010_00005.htm.txt,darcel,clark
487,2010_00009.htm.txt,robert,stolz
488,2010_00014.htm.txt,michael,obus
489,2010_00015.htm.txt,missing,hoye
490,2010_00016.htm.txt,missing,scarano
491,2010_00017.htm.txt,missing,smith
492,2010_00018.htm.txt,missing,smith
493,2010_00019.htm.txt,missing,smith
494,2010_00020.htm.txt,missing,nichols
495,2010_00021.htm.txt,missing,scarano
496,2010_00022.htm.txt,missing,cawley
497,2010_00023.htm.txt,missing,sgueglia
498,2010_00024.htm.txt,missing,bartlett
499,2010_00064.htm.txt,ronald,zweibel
500,2010_00068.htm.txt,richard,carruthers
501,2010_00070.htm.txt,rena,uviller
502,2010_00072.htm.txt,john,cataldo
503,2010_00077.htm.txt,laura,ward
504,2010_00161.htm.txt,missing,derosa
505,2010_00162.htm.txt,missing,aloise
506,2010_00163.htm.txt,missing,gazzillo
507,2010_00164.htm.txt,missing,ingram
508,2010_00165.htm.txt,missing,derosa
509,2010_00166.htm.txt,missing,hayes
510,2010_00167.htm.txt,missing,cacace
511,2010_00168.htm.txt,missing,berry
512,2010_00169.htm.txt,missing,aloise
513,2010_00170.htm.txt,eng,j.
514,2010_00171.htm.txt,missing,berry
515,2010_00172.htm.txt,missing,molea
516,2010_00173.htm.txt,missing,molea
517,2010_00174.htm.txt,missing,gubbay
518,2010_00175.htm.txt,missing,marrus
519,2010_00176.htm.txt,missing,missing
520,2010_00177.htm.txt,missing,latella
521,2010_00178.htm.txt,missing,derosa
522,2010_00179.htm.txt,missing,derosa
523,2010_00180.htm.txt,missing,gazzillo
524,2010_00181.htm.txt,missing,missing
525,2010_00182.htm.txt,missing,mcgann
526,2010_00183.htm.txt,missing,knopf
527,2010_00184.htm.txt,missing,neary
528,2010_00185.htm.txt,missing,tomei
529,2010_00187.htm.txt,missing,donnino
530,2010_00188.htm.txt,missing,ayres
531,2010_00189.htm.txt,missing,kron
532,2010_00198.htm.txt,eduardo,padro
533,2010_00202.htm.txt,bonnie,wittner
534,2010_00204.htm.txt,ruth,pickholz
535,2010_00206.htm.txt,ronald,zweibel
536,2010_00239.htm.txt,missing,brown
537,2010_00270.htm.txt,missing,cooperman
538,2010_00271.htm.txt,missing,holdman
539,2010_00272.htm.txt,missing,aloise
540,2010_00273.htm.txt,missing,missing
541,2010_00274.htm.txt,doyle,doyle
542,2010_00275.htm.txt,missing,honorof
543,2010_00276.htm.txt,missing,latella
544,2010_00277.htm.txt,missing,lewis
545,2010_00278.htm.txt,missing,mangano
546,2010_00279.htm.txt,missing,hudson
547,2010_00280.htm.txt,missing,missing
548,2010_00281.htm.txt,missing,missing
549,2010_00282.htm.txt,missing,braslow
550,2010_00283.htm.txt,missing,missing
551,2010_00284.htm.txt,missing,lott
552,2010_00285.htm.txt,missing,mangano
553,2010_00286.htm.txt,missing,kreindler
554,2010_00287.htm.txt,missing,brennan
555,2010_00288.htm.txt,missing,jaeger
556,2010_00289.htm.txt,missing,carroll
557,2010_00290.htm.txt,missing,lasak
558,2010_00291.htm.txt,missing,missing
559,2010_00292.htm.txt,missing,carroll
560,2010_00293.htm.txt,missing,dibella
561,2010_00300.htm.txt,bonnie,wittner
562,2010_00303.htm.txt,gregory,carro
563,2010_00309.htm.txt,missing,sherman
564,2010_00310.htm.txt,missing,distefano
565,2010_00311.htm.txt,missing,breslin
566,2010_00312.htm.txt,missing,breslin
567,2010_00313.htm.txt,missing,herrick
568,2010_00314.htm.txt,missing,drago
569,2010_00315.htm.txt,missing,hall
570,2010_00316.htm.txt,missing,rogers
571,2010_00317.htm.txt,missing,scarano
572,2010_00367.htm.txt,sheila,abdus-salaam
573,2010_00370.htm.txt,thomas,farber
574,2010_00377.htm.txt,edwin,torres
575,2010_00381.htm.txt,brenda,soloff
576,2010_00386.htm.txt,michael,ambrecht
577,2010_00387.htm.txt,david,stadtmauer
578,2010_00395.htm.txt,arlene,goldberg
579,2010_00396.htm.txt,bernard,fried
580,2010_00404.htm.txt,missing,hoye
581,2010_00405.htm.txt,missing,mathews
582,2010_00406.htm.txt,missing,herrick
583,2010_00407.htm.txt,missing,breslin
584,2010_00408.htm.txt,missing,richards
585,2010_00409.htm.txt,missing,drago
586,2010_00410.htm.txt,missing,labuda
587,2010_00411.htm.txt,missing,richards
588,2010_00412.htm.txt,missing,cawley
589,2010_00487.htm.txt,missing,brennan
590,2010_00488.htm.txt,de,rosa
591,2010_00526.htm.txt,missing,hall
592,2010_00527.htm.txt,missing,weinberg
593,2010_00528.htm.txt,missing,dimango
594,2010_00529.htm.txt,missing,missing
595,2010_00530.htm.txt,missing,cooperman
596,2010_00531.htm.txt,missing,adler
597,2010_00532.htm.txt,missing,jaeger
598,2010_00533.htm.txt,missing,kahn
599,2010_00534.htm.txt,missing,cooperman
600,2010_00535.htm.txt,missing,loehr
601,2010_00536.htm.txt,missing,kohm
602,2010_00537.htm.txt,missing,missing
603,2010_00538.htm.txt,missing,gulotta
604,2010_00539.htm.txt,missing,grosso
605,2010_00540.htm.txt,missing,missing
606,2010_00541.htm.txt,missing,gazzillo
607,2010_00542.htm.txt,missing,eng
608,2010_00543.htm.txt,missing,berry
609,2010_00544.htm.txt,missing,missing
610,2010_00545.htm.txt,missing,gazzillo
611,2010_00546.htm.txt,missing,missing
612,2010_00547.htm.txt,missing,hollie
613,2010_00548.htm.txt,missing,hudson
614,2010_00549.htm.txt,missing,bartlett
615,2010_00550.htm.txt,missing,missing
616,2010_00551.htm.txt,goldberg,goldberg
617,2010_00553.htm.txt,rena,uviller
618,2010_00555.htm.txt,james,yates
619,2010_00558.htm.txt,edward,mclaughlin
620,2010_00563.htm.txt,arlene,goldberg
621,2010_00568.htm.txt,gregory,carro
622,2010_00570.htm.txt,charles,solomon
623,2010_00573.htm.txt,richard,carruthers
624,2010_00580.htm.txt,barbara,newman
625,2010_00582.htm.txt,laura,ward
626,2010_00588.htm.txt,missing,lawliss
627,2010_00589.htm.txt,hall,jr.
628,2010_00590.htm.txt,missing,ryan
629,2010_00591.htm.txt,missing,meyer
630,2010_00592.htm.txt,missing,campbell
631,2010_00593.htm.txt,missing,labuda
632,2010_00594.htm.txt,missing,hall
633,2010_00595.htm.txt,missing,mcgrath
634,2010_00695.htm.txt,missing,chun
635,2010_00696.htm.txt,missing,lasak
636,2010_00697.htm.txt,missing,chambers
637,2010_00698.htm.txt,missing,bartlett
638,2010_00699.htm.txt,missing,knopf
639,2010_00700.htm.txt,missing,chambers
640,2010_00701.htm.txt,dowling,j.
641,2010_00702.htm.txt,missing,missing
642,2010_00703.htm.txt,missing,erlbaum
643,2010_00704.htm.txt,del,giudice
644,2010_00705.htm.txt,missing,mullen
645,2010_00706.htm.txt,missing,robbins
646,2010_00707.htm.txt,missing,missing
647,2010_00708.htm.txt,missing,missing
648,2010_00709.htm.txt,missing,molea
649,2010_00711.htm.txt,missing,honorof
650,2010_00712.htm.txt,missing,starkey
651,2010_00713.htm.txt,doyle,doyle
652,2010_00714.htm.txt,missing,derosa
653,2010_00715.htm.txt,missing,gavrin
654,2010_00716.htm.txt,missing,hall
655,2010_00724.htm.txt,denis,boyle
656,2010_00726.htm.txt,charles,solomon
657,2010_00732.htm.txt,missing,breslin
658,2010_00733.htm.txt,missing,bruhn
659,2010_00734.htm.txt,missing,coccoma
